team,event,game,time
Teammate's Sixth Birthday Implementation,first_win_end,Marineteam,2020-10-24 09:37:34
Teammate's Sixth Birthday Implementation,abandoned,Marineteam,2020-10-24 09:37:41
Eggplant Parms,loss,Tateroids,2020-10-24 09:37:47
⬆⬆⬆ Theoretical and Applied Updog 🐶🐶🐶,win_start,Kyoryuful Boyfriend,2020-10-24 09:38:15
Juicy karaage number 1! Wow! ~♪♪,loss,Kyoryuful Boyfriend,2020-10-24 09:38:17
Eggplant Parms,loss,Tateroids,2020-10-24 09:40:30
⬆⬆⬆ Theoretical and Applied Updog 🐶🐶🐶,first_win_end,Kyoryuful Boyfriend,2020-10-24 09:40:31
⬆⬆⬆ Theoretical and Applied Updog 🐶🐶🐶,win_start,Kyoryuful Boyfriend,2020-10-24 09:40:32
Eggplant Parms,loss,Tateroids,2020-10-24 09:43:26
Eggplant Parms,abandoned,Tateroids,2020-10-24 09:45:45
Eggplant Parms,win_start,Tateroids,2020-10-24 09:45:53
Juicy karaage number 1! Wow! ~♪♪,win_start,Kyoryuful Boyfriend,2020-10-24 09:47:06
Eggplant Parms,first_win_end,Tateroids,2020-10-24 09:48:42
Juicy karaage number 1! Wow! ~♪♪,first_win_end,Kyoryuful Boyfriend,2020-10-24 09:48:49
Juicy karaage number 1! Wow! ~♪♪,abandoned,Kyoryuful Boyfriend,2020-10-24 09:48:51
✅✅✅haha answer checker go brrr❄️❄️❄️,abandoned,Marineteam,2020-10-24 09:54:40
✅✅✅haha answer checker go brrr❄️❄️❄️,win_start,Marineteam,2020-10-24 09:56:00
Surprising!,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-24 09:57:03
Surprising!,win_start,Ducky Crossing: Fishing Adventure!,2020-10-24 09:57:35
✅✅✅haha answer checker go brrr❄️❄️❄️,first_win_end,Marineteam,2020-10-24 10:00:40
✅✅✅haha answer checker go brrr❄️❄️❄️,abandoned,Mutant Meeples on Ice,2020-10-24 10:00:54
Surprising!,first_win_end,Ducky Crossing: Fishing Adventure!,2020-10-24 10:07:10
Surprising!,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 10:07:37
Happy Birthday To Plugh,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 10:09:02
Pluru Rulpu Uprul Lupur,abandoned,Tateroids,2020-10-24 10:09:18
Surprising!,win_start,Ducky Crossing: Fishing Adventure!,2020-10-24 10:10:08
Pluru Rulpu Uprul Lupur,loss,Tateroids,2020-10-24 10:11:24
Happy Birthday To Plugh,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 10:11:25
Pluru Rulpu Uprul Lupur,loss,Tateroids,2020-10-24 10:12:17
Surprising!,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 10:12:27
Pluru Rulpu Uprul Lupur,loss,Codemanes,2020-10-24 10:13:28
Pluru Rulpu Uprul Lupur,loss,Codemanes,2020-10-24 10:14:45
Pluru Rulpu Uprul Lupur,loss,Codemanes,2020-10-24 10:16:14
Pluru Rulpu Uprul Lupur,loss,Codemanes,2020-10-24 10:17:26
Pluru Rulpu Uprul Lupur,loss,Codemanes,2020-10-24 10:18:15
Pluru Rulpu Uprul Lupur,loss,Codemanes,2020-10-24 10:19:35
Pluru Rulpu Uprul Lupur,loss,Codemanes,2020-10-24 10:21:26
Pluru Rulpu Uprul Lupur,loss,Codemanes,2020-10-24 10:22:46
Pluru Rulpu Uprul Lupur,loss,Codemanes,2020-10-24 10:23:55
✅✅✅haha answer checker go brrr❄️❄️❄️,win_start,Mutant Meeples on Ice,2020-10-24 10:45:33
Juicy karaage number 1! Wow! ~♪♪,loss,Marineteam,2020-10-24 10:53:44
Have you tried our heated ivy?,loss,Codemanes,2020-10-24 11:18:54
Have you tried our heated ivy?,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-24 11:19:48
Have you tried our heated ivy?,loss,Codemanes,2020-10-24 11:21:19
Have you tried our heated ivy?,loss,Codemanes,2020-10-24 11:24:49
Have you tried our heated ivy?,loss,Codemanes,2020-10-24 11:27:41
Have you tried our heated ivy?,loss,Codemanes,2020-10-24 11:29:34
Have you tried our heated ivy?,loss,Codemanes,2020-10-24 11:32:07
Have you tried our heated ivy?,loss,Codemanes,2020-10-24 11:33:15
Have you tried our heated ivy?,loss,Codemanes,2020-10-24 11:36:05
Eggplant Parms,loss,Kyoryuful Boyfriend,2020-10-24 11:36:38
Have you tried our heated ivy?,win_start,Codemanes,2020-10-24 11:38:12
Have you tried our heated ivy?,first_win_end,Codemanes,2020-10-24 11:41:03
Eggplant Parms,loss,Kyoryuful Boyfriend,2020-10-24 11:42:04
Eggplant Parms,loss,Kyoryuful Boyfriend,2020-10-24 11:45:36
Eggplant Parms,loss,Kyoryuful Boyfriend,2020-10-24 11:49:28
Eggplant Parms,loss,Kyoryuful Boyfriend,2020-10-24 11:53:41
Teammate's Sixth Birthday Implementation,abandoned,Mutant Meeples on Ice,2020-10-24 11:55:18
Eggplant Parms,loss,Kyoryuful Boyfriend,2020-10-24 11:56:53
⬆⬆⬆ Theoretical and Applied Updog 🐶🐶🐶,loss,Marineteam,2020-10-24 12:04:21
Eggplant Parms,loss,Kyoryuful Boyfriend,2020-10-24 12:07:28
Eggplant Parms,loss,Kyoryuful Boyfriend,2020-10-24 12:11:10
Eggplant Parms,loss,Kyoryuful Boyfriend,2020-10-24 12:14:34
Eggplant Parms,win_start,Kyoryuful Boyfriend,2020-10-24 12:16:54
Eggplant Parms,first_win_end,Kyoryuful Boyfriend,2020-10-24 12:26:06
Eggplant Parms,abandoned,Kyoryuful Boyfriend,2020-10-24 12:26:11
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 12:26:45
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 12:27:32
Happy Birthday To Plugh,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 13:06:12
Jules-Auguste,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 13:08:01
Jules-Auguste,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 13:09:44
Jules-Auguste,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 13:11:38
Jules-Auguste,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 13:12:34
Jules-Auguste,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 13:16:08
Jules-Auguste,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 13:18:54
Jules-Auguste,win_start,Ducky Crossing: Fishing Adventure!,2020-10-24 13:19:28
Jules-Auguste,first_win_end,Ducky Crossing: Fishing Adventure!,2020-10-24 13:22:06
Scott's Puzzle Birthday,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 13:37:43
✅✅✅haha answer checker go brrr❄️❄️❄️,first_win_end,Mutant Meeples on Ice,2020-10-24 13:40:30
Frumious Bandersnatch,win_start,Ducky Crossing: Fishing Adventure!,2020-10-24 13:43:52
Frumious Bandersnatch,first_win_end,Ducky Crossing: Fishing Adventure!,2020-10-24 13:48:22
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 13:50:44
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 13:51:43
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 13:53:11
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 13:54:45
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 13:59:13
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 13:59:54
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 14:01:16
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 14:02:13
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 14:03:16
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 14:04:18
The Blob Wizards,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-24 14:07:37
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 14:08:12
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 14:08:40
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 14:09:40
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 14:10:07
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 14:10:32
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 14:11:05
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 14:12:07
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 14:17:40
The Blob Wizards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 14:18:58
Happy Birthday To Plugh,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-24 14:30:27
Juicy karaage number 1! Wow! ~♪♪,abandoned,Marineteam,2020-10-24 14:30:42
Juicy karaage number 1! Wow! ~♪♪,loss,Marineteam,2020-10-24 14:31:42
Juicy karaage number 1! Wow! ~♪♪,abandoned,Marineteam,2020-10-24 14:33:26
The C@r@line Syzygy,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 14:33:56
Juicy karaage number 1! Wow! ~♪♪,loss,Marineteam,2020-10-24 14:34:05
The C@r@line Syzygy,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 14:34:33
Juicy karaage number 1! Wow! ~♪♪,loss,Marineteam,2020-10-24 14:38:59
Juicy karaage number 1! Wow! ~♪♪,abandoned,Marineteam,2020-10-24 14:39:56
Juicy karaage number 1! Wow! ~♪♪,loss,Marineteam,2020-10-24 14:40:50
Juicy karaage number 1! Wow! ~♪♪,win_start,Mutant Meeples on Ice,2020-10-24 14:41:09
Teammate's Sixth Birthday Implementation,abandoned,Mutant Meeples on Ice,2020-10-24 14:47:19
underscore_cornered_us,win_start,Ducky Crossing: Fishing Adventure!,2020-10-24 14:49:18
underscore_cornered_us,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 14:52:29
Surprising!,loss,Codemanes,2020-10-24 15:14:37
Surprising!,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-24 15:16:47
Surprising!,loss,Codemanes,2020-10-24 15:17:02
Surprising!,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 15:17:13
Surprising!,loss,Codemanes,2020-10-24 15:18:04
Surprising!,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 15:18:20
Surprising!,loss,Codemanes,2020-10-24 15:19:52
Surprising!,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-24 15:21:39
Surprising!,loss,Codemanes,2020-10-24 15:21:48
Surprising!,loss,Codemanes,2020-10-24 15:24:12
Pluru Rulpu Uprul Lupur,abandoned,Codemanes,2020-10-24 15:25:38
Surprising!,win_start,Codemanes,2020-10-24 15:26:21
Surprising!,first_win_end,Codemanes,2020-10-24 15:29:20
Jules-Auguste,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-24 15:33:28
underscore_cornered_us,loss,Codemanes,2020-10-24 15:34:13
underscore_cornered_us,win_start,Codemanes,2020-10-24 15:37:03
underscore_cornered_us,first_win_end,Codemanes,2020-10-24 15:40:14
underscore_cornered_us,loss,Codemanes,2020-10-24 15:40:29
Esoteric Coteries of /r/PictureGame,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 15:40:53
underscore_cornered_us,loss,Codemanes,2020-10-24 15:43:20
Esoteric Coteries of /r/PictureGame,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 15:45:09
underscore_cornered_us,loss,Codemanes,2020-10-24 15:46:00
Esoteric Coteries of /r/PictureGame,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 15:46:50
⌊π⌋,loss,Kyoryuful Boyfriend,2020-10-24 15:49:05
Esoteric Coteries of /r/PictureGame,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-24 15:49:20
underscore_cornered_us,loss,Codemanes,2020-10-24 15:51:53
Juicy karaage number 1! Wow! ~♪♪,first_win_end,Mutant Meeples on Ice,2020-10-24 15:52:21
Esoteric Coteries of /r/PictureGame,win_start,Ducky Crossing: Fishing Adventure!,2020-10-24 15:53:43
Esoteric Coteries of /r/PictureGame,first_win_end,Ducky Crossing: Fishing Adventure!,2020-10-24 15:55:42
Esoteric Coteries of /r/PictureGame,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 15:56:02
⌊π⌋,loss,Kyoryuful Boyfriend,2020-10-24 15:56:16
Juicy karaage number 1! Wow! ~♪♪,abandoned,Marineteam,2020-10-24 15:57:00
AMEThyst Herrings,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 15:57:19
Juicy karaage number 1! Wow! ~♪♪,loss,Marineteam,2020-10-24 15:57:23
AMEThyst Herrings,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 15:58:26
Esoteric Coteries of /r/PictureGame,win_start,Ducky Crossing: Fishing Adventure!,2020-10-24 15:58:30
⌊π⌋,loss,Kyoryuful Boyfriend,2020-10-24 15:58:41
Juicy karaage number 1! Wow! ~♪♪,abandoned,Marineteam,2020-10-24 15:59:13
Juicy karaage number 1! Wow! ~♪♪,win_start,Marineteam,2020-10-24 15:59:25
AMEThyst Herrings,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 15:59:43
Scott's Puzzle Birthday,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 16:01:08
⌊π⌋,loss,Kyoryuful Boyfriend,2020-10-24 16:01:13
Esoteric Coteries of /r/PictureGame,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-24 16:01:25
Scott's Puzzle Birthday,win_start,Ducky Crossing: Fishing Adventure!,2020-10-24 16:02:04
Juicy karaage number 1! Wow! ~♪♪,first_win_end,Marineteam,2020-10-24 16:03:35
All the Toms (pronounced plugh),loss,Ducky Crossing: Fishing Adventure!,2020-10-24 16:03:43
AMEThyst Herrings,win_start,Ducky Crossing: Fishing Adventure!,2020-10-24 16:04:13
The Wombats,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 16:04:56
⌊π⌋,loss,Kyoryuful Boyfriend,2020-10-24 16:05:07
The Wombats,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 16:05:21
Scott's Puzzle Birthday,first_win_end,Ducky Crossing: Fishing Adventure!,2020-10-24 16:05:53
Scott's Puzzle Birthday,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-24 16:06:02
AMEThyst Herrings,first_win_end,Ducky Crossing: Fishing Adventure!,2020-10-24 16:07:39
Banana vs. Air,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 16:08:01
AMEThyst Herrings,loss,Codemanes,2020-10-24 16:08:09
All the Toms (pronounced plugh),loss,Ducky Crossing: Fishing Adventure!,2020-10-24 16:09:38
AMEThyst Herrings,loss,Codemanes,2020-10-24 16:09:54
AMEThyst Herrings,loss,Codemanes,2020-10-24 16:11:56
🚀🚀🚀,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-24 16:12:00
All the Toms (pronounced plugh),win_start,Ducky Crossing: Fishing Adventure!,2020-10-24 16:12:24
⌊π⌋,loss,Kyoryuful Boyfriend,2020-10-24 16:13:57
AMEThyst Herrings,win_start,Codemanes,2020-10-24 16:14:47
All the Toms (pronounced plugh),first_win_end,Ducky Crossing: Fishing Adventure!,2020-10-24 16:15:15
All the Toms (pronounced plugh),abandoned,Ducky Crossing: Fishing Adventure!,2020-10-24 16:15:51
⌊π⌋,loss,Kyoryuful Boyfriend,2020-10-24 16:16:24
All the Toms (pronounced plugh),loss,Ducky Crossing: Fishing Adventure!,2020-10-24 16:16:32
✅✅✅haha answer checker go brrr❄️❄️❄️,abandoned,Mahjong Madness,2020-10-24 16:18:36
AMEThyst Herrings,first_win_end,Codemanes,2020-10-24 16:19:04
⌊π⌋,loss,Kyoryuful Boyfriend,2020-10-24 16:19:12
⌊π⌋,loss,Kyoryuful Boyfriend,2020-10-24 16:21:35
⌊π⌋,loss,Kyoryuful Boyfriend,2020-10-24 16:23:35
Just for the Halibut,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 16:24:56
⌊π⌋,loss,Kyoryuful Boyfriend,2020-10-24 16:25:57
The Wombats,abandoned,Codemanes,2020-10-24 16:27:00
⬆⬆⬆ Theoretical and Applied Updog 🐶🐶🐶,abandoned,Marineteam,2020-10-24 16:27:06
⬆⬆⬆ Theoretical and Applied Updog 🐶🐶🐶,loss,Marineteam,2020-10-24 16:27:40
The Wombats,loss,Codemanes,2020-10-24 16:27:59
⌊π⌋,loss,Kyoryuful Boyfriend,2020-10-24 16:28:44
The Wombats,loss,Codemanes,2020-10-24 16:29:15
⬆⬆⬆ Theoretical and Applied Updog 🐶🐶🐶,loss,Marineteam,2020-10-24 16:29:39
⬆⬆⬆ Theoretical and Applied Updog 🐶🐶🐶,abandoned,Marineteam,2020-10-24 16:30:40
⬆⬆⬆ Theoretical and Applied Updog 🐶🐶🐶,abandoned,Marineteam,2020-10-24 16:31:10
The Wombats,loss,Codemanes,2020-10-24 16:31:12
⬆⬆⬆ Theoretical and Applied Updog 🐶🐶🐶,loss,Marineteam,2020-10-24 16:31:51
⌊π⌋,loss,Kyoryuful Boyfriend,2020-10-24 16:32:07
The Wombats,loss,Codemanes,2020-10-24 16:33:11
The Wombats,loss,Codemanes,2020-10-24 16:34:44
⬆⬆⬆ Theoretical and Applied Updog 🐶🐶🐶,abandoned,Marineteam,2020-10-24 16:35:09
The Wombats,loss,Codemanes,2020-10-24 16:35:59
⬆⬆⬆ Theoretical and Applied Updog 🐶🐶🐶,loss,Marineteam,2020-10-24 16:36:08
⌊π⌋,loss,Kyoryuful Boyfriend,2020-10-24 16:36:43
The Blob Wizards,loss,Codemanes,2020-10-24 16:37:05
The Wombats,win_start,Codemanes,2020-10-24 16:37:49
underscore_cornered_us,win_start,Codemanes,2020-10-24 16:38:17
⌊π⌋,loss,Kyoryuful Boyfriend,2020-10-24 16:40:34
The Wombats,first_win_end,Codemanes,2020-10-24 16:40:44
The Wombats,abandoned,Codemanes,2020-10-24 16:41:00
The Blob Wizards,loss,Codemanes,2020-10-24 16:41:09
underscore_cornered_us,win_start,Codemanes,2020-10-24 16:41:37
⬆⬆⬆ Theoretical and Applied Updog 🐶🐶🐶,abandoned,Marineteam,2020-10-24 16:43:18
The Blob Wizards,loss,Codemanes,2020-10-24 16:43:51
⬆⬆⬆ Theoretical and Applied Updog 🐶🐶🐶,loss,Marineteam,2020-10-24 16:44:32
Have you tried our heated ivy?,loss,Tateroids,2020-10-24 16:45:20
underscore_cornered_us,loss,Codemanes,2020-10-24 16:45:28
The Blob Wizards,loss,Codemanes,2020-10-24 16:46:25
Have you tried our heated ivy?,abandoned,Tateroids,2020-10-24 16:47:13
The Blob Wizards,loss,Codemanes,2020-10-24 16:47:46
Have you tried our heated ivy?,win_start,Tateroids,2020-10-24 16:48:00
underscore_cornered_us,loss,Codemanes,2020-10-24 16:48:48
⬆⬆⬆ Theoretical and Applied Updog 🐶🐶🐶,loss,Marineteam,2020-10-24 16:48:50
The Blob Wizards,loss,Codemanes,2020-10-24 16:49:53
underscore_cornered_us,loss,Codemanes,2020-10-24 16:50:21
The Blob Wizards,abandoned,Codemanes,2020-10-24 16:52:26
Have you tried our heated ivy?,first_win_end,Tateroids,2020-10-24 16:52:53
underscore_cornered_us,loss,Codemanes,2020-10-24 16:53:02
The Blob Wizards,win_start,Codemanes,2020-10-24 16:54:15
underscore_cornered_us,loss,Codemanes,2020-10-24 16:55:06
underscore_cornered_us,loss,Codemanes,2020-10-24 16:56:04
underscore_cornered_us,win_start,Codemanes,2020-10-24 16:57:04
The Blob Wizards,first_win_end,Codemanes,2020-10-24 16:57:20
The Blob Wizards,loss,Codemanes,2020-10-24 16:58:44
underscore_cornered_us,loss,Codemanes,2020-10-24 17:02:24
Am a Llama.  AMA.,loss,Codemanes,2020-10-24 17:03:51
underscore_cornered_us,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 17:05:10
underscore_cornered_us,loss,Codemanes,2020-10-24 17:05:16
underscore_cornered_us,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-24 17:05:35
Am a Llama.  AMA.,loss,Codemanes,2020-10-24 17:06:51
underscore_cornered_us,loss,Codemanes,2020-10-24 17:07:34
Am a Llama.  AMA.,abandoned,Codemanes,2020-10-24 17:07:50
underscore_cornered_us,loss,Codemanes,2020-10-24 17:09:57
barbara kingsolver,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 17:11:05
underscore_cornered_us,loss,Codemanes,2020-10-24 17:11:42
Am a Llama.  AMA.,loss,Codemanes,2020-10-24 17:11:57
underscore_cornered_us,loss,Codemanes,2020-10-24 17:13:16
Am a Llama.  AMA.,loss,Codemanes,2020-10-24 17:13:47
The C@r@line Syzygy,loss,Codemanes,2020-10-24 17:15:39
underscore_cornered_us,loss,Codemanes,2020-10-24 17:15:40
Am a Llama.  AMA.,loss,Codemanes,2020-10-24 17:15:54
The C@r@line Syzygy,loss,Codemanes,2020-10-24 17:16:39
The C@r@line Syzygy,loss,Codemanes,2020-10-24 17:17:45
underscore_cornered_us,loss,Codemanes,2020-10-24 17:18:04
Am a Llama.  AMA.,win_start,Ducky Crossing: Fishing Adventure!,2020-10-24 17:18:06
Am a Llama.  AMA.,loss,Codemanes,2020-10-24 17:18:23
The C@r@line Syzygy,win_start,Codemanes,2020-10-24 17:18:55
underscore_cornered_us,loss,Codemanes,2020-10-24 17:20:43
Am a Llama.  AMA.,loss,Codemanes,2020-10-24 17:21:22
underscore_cornered_us,loss,Codemanes,2020-10-24 17:21:39
The C@r@line Syzygy,first_win_end,Codemanes,2020-10-24 17:21:59
Duck Gizzards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 17:22:24
Am a Llama.  AMA.,loss,Codemanes,2020-10-24 17:23:12
underscore_cornered_us,loss,Codemanes,2020-10-24 17:23:46
Just for the Halibut,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 17:24:09
Duck Gizzards,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 17:24:52
underscore_cornered_us,loss,Codemanes,2020-10-24 17:25:23
Am a Llama.  AMA.,loss,Codemanes,2020-10-24 17:26:48
Just for the Halibut,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 17:26:58
underscore_cornered_us,win_start,Codemanes,2020-10-24 17:27:40
Just for the Halibut,win_start,Ducky Crossing: Fishing Adventure!,2020-10-24 17:28:36
⌊π⌋,loss,Kyoryuful Boyfriend,2020-10-24 17:28:36
Am a Llama.  AMA.,loss,Codemanes,2020-10-24 17:29:23
nevaeva,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 17:29:59
Just for the Halibut,first_win_end,Ducky Crossing: Fishing Adventure!,2020-10-24 17:30:27
nevaeva,loss,Ducky Crossing: Fishing Adventure!,2020-10-24 17:30:30
underscore_cornered_us,loss,Codemanes,2020-10-24 17:30:44
Just for the Halibut,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-24 17:31:32
Am a Llama.  AMA.,loss,Codemanes,2020-10-24 17:32:14
nevaeva,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-24 17:32:53
underscore_cornered_us,loss,Codemanes,2020-10-24 17:33:18
Am a Llama.  AMA.,win_start,Codemanes,2020-10-24 17:35:06
nevaeva,loss,Codemanes,2020-10-24 17:35:08
